benchmark,shape,method,thread,parameter,time(s),speedup
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 4)",0.0104475,1.6447
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 8)",0.0130942,1.3122
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 16)",0.0207372,0.8286
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 32)",0.0155658,1.1039
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 64)",0.0153843,1.1169
matmul,"(64, 64, 64, 10)",triton,1,"(4, 4, 128)",0.0194926,0.8815
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 4)",0.0159732,1.0757
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 8)",0.0147635,1.1639
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 16)",0.0141703,1.2126
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 32)",0.0141572,1.2137
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 64)",0.0224718,0.7646
matmul,"(64, 64, 64, 10)",triton,1,"(4, 8, 128)",0.0166022,1.035
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 4)",0.0142103,1.2092
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 8)",0.014096,1.219
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 16)",0.0142357,1.207
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 32)",0.0140361,1.2242
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 64)",0.0158115,1.0867
matmul,"(64, 64, 64, 10)",triton,1,"(4, 16, 128)",0.038712,0.4439
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 4)",0.0148483,1.1572
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 8)",0.0135658,1.2666
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 16)",0.0139812,1.229
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 32)",0.0137476,1.2499
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 64)",0.0144726,1.1872
matmul,"(64, 64, 64, 10)",triton,1,"(4, 32, 128)",0.0165384,1.0389
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 4)",0.0191062,0.8993
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 8)",0.0175526,0.9789
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 16)",0.01479,1.1618
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 32)",0.0188015,0.9139
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 64)",0.0148978,1.1534
matmul,"(64, 64, 64, 10)",triton,1,"(4, 64, 128)",0.0171406,1.0024
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 4)",0.0273867,0.6274
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 8)",0.0369455,0.4651
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 16)",0.0202891,0.8469
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 32)",0.0253455,0.6779
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 64)",0.0186114,0.9232
matmul,"(64, 64, 64, 10)",triton,1,"(4, 128, 128)",0.028257,0.6081
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 4)",0.0351192,0.4893
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 8)",0.0159378,1.0781
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 16)",0.0165939,1.0355
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 32)",0.0154887,1.1094
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 64)",0.0166656,1.031
matmul,"(64, 64, 64, 10)",triton,1,"(8, 4, 128)",0.0209055,0.8219
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 4)",0.0181617,0.9461
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 8)",0.0152932,1.1235
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 16)",0.0133369,1.2883
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 32)",0.0164614,1.0438
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 64)",0.0144608,1.1882
matmul,"(64, 64, 64, 10)",triton,1,"(8, 8, 128)",0.014486,1.1861
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 4)",0.0161841,1.0617
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 8)",0.0124999,1.3746
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 16)",0.0128603,1.3361
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 32)",0.0124206,1.3834
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 64)",0.0146883,1.1698
matmul,"(64, 64, 64, 10)",triton,1,"(8, 16, 128)",0.0202782,0.8473
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 4)",0.0126916,1.3538
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 8)",0.0133436,1.2877
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 16)",0.0146573,1.1723
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 32)",0.012898,1.3322
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 64)",0.0137208,1.2523
matmul,"(64, 64, 64, 10)",triton,1,"(8, 32, 128)",0.0149493,1.1494
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 4)",0.0152256,1.1285
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 8)",0.0153774,1.1174
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 16)",0.0159423,1.0778
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 32)",0.0168454,1.02
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 64)",0.0135143,1.2714
matmul,"(64, 64, 64, 10)",triton,1,"(8, 64, 128)",0.0150619,1.1408
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 4)",0.0351474,0.4889
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 8)",0.0215976,0.7956
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 16)",0.022678,0.7577
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 32)",0.0209959,0.8184
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 64)",0.0210003,0.8182
matmul,"(64, 64, 64, 10)",triton,1,"(8, 128, 128)",0.023629,0.7272
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 4)",0.0296105,0.5803
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 8)",0.0198152,0.8671
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 16)",0.0268526,0.6399
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 32)",0.0167436,1.0262
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 64)",0.0138701,1.2388
matmul,"(64, 64, 64, 10)",triton,1,"(16, 4, 128)",0.0246963,0.6958
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 4)",0.0150916,1.1385
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 8)",0.0134565,1.2769
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 16)",0.01371,1.2533
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 32)",0.0133423,1.2878
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 64)",0.0122647,1.401
matmul,"(64, 64, 64, 10)",triton,1,"(16, 8, 128)",0.0243005,0.7071
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 4)",0.027846,0.6171
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 8)",0.01734,0.9909
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 16)",0.0135287,1.2701
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 32)",0.0132379,1.298
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 64)",0.0190873,0.9002
matmul,"(64, 64, 64, 10)",triton,1,"(16, 16, 128)",0.0134304,1.2794
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 4)",0.012516,1.3728
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 8)",0.011925,1.4409
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 16)",0.0126544,1.3578
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 32)",0.0131833,1.3034
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 64)",0.0210417,0.8166
matmul,"(64, 64, 64, 10)",triton,1,"(16, 32, 128)",0.0178108,0.9647
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 4)",0.0169213,1.0154
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 8)",0.0173653,0.9895
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 16)",0.0127421,1.3485
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 32)",0.0138294,1.2425
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 64)",0.0187019,0.9188
matmul,"(64, 64, 64, 10)",triton,1,"(16, 64, 128)",0.0143711,1.1956
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 4)",0.0174884,0.9825
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 8)",0.0162829,1.0552
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 16)",0.0145848,1.1781
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 32)",0.016642,1.0325
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 64)",0.0271726,0.6323
matmul,"(64, 64, 64, 10)",triton,1,"(16, 128, 128)",0.0207072,0.8298
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 4)",0.0149471,1.1496
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 8)",0.0144578,1.1885
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 16)",0.0142353,1.207
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 32)",0.0134172,1.2806
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 64)",0.0127614,1.3464
matmul,"(64, 64, 64, 10)",triton,1,"(32, 4, 128)",0.0150201,1.144
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 4)",0.0130191,1.3198
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 8)",0.0129135,1.3306
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 16)",0.0130564,1.316
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 32)",0.0128636,1.3357
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 64)",0.0127925,1.3432
matmul,"(64, 64, 64, 10)",triton,1,"(32, 8, 128)",0.0199553,0.861
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 4)",0.0130079,1.3209
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 8)",0.014297,1.2018
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 16)",0.0126369,1.3597
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 32)",0.0129186,1.3301
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 64)",0.0131402,1.3076
matmul,"(64, 64, 64, 10)",triton,1,"(32, 16, 128)",0.013363,1.2858
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 4)",0.0124847,1.3763
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 8)",0.0224179,0.7665
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 16)",0.0169434,1.0141
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 32)",0.0145415,1.1816
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 64)",0.0131196,1.3097
matmul,"(64, 64, 64, 10)",triton,1,"(32, 32, 128)",0.0137557,1.2491
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 4)",0.0189962,0.9045
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 8)",0.0243514,0.7056
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 16)",0.025647,0.67
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 32)",0.0145887,1.1778
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 64)",0.0130675,1.3149
matmul,"(64, 64, 64, 10)",triton,1,"(32, 64, 128)",0.0138223,1.2431
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 4)",0.0147338,1.1662
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 8)",0.0142887,1.2025
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 16)",0.0134733,1.2753
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 32)",0.0262936,0.6535
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 64)",0.0162172,1.0595
matmul,"(64, 64, 64, 10)",triton,1,"(32, 128, 128)",0.0156705,1.0965
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 4)",0.0144831,1.1864
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 8)",0.0136972,1.2545
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 16)",0.0137177,1.2526
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 32)",0.0134857,1.2741
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 64)",0.0256028,0.6711
matmul,"(64, 64, 64, 10)",triton,1,"(64, 4, 128)",0.0243722,0.705
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 4)",0.0308351,0.5572
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 8)",0.0127297,1.3498
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 16)",0.0128936,1.3326
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 32)",0.0131925,1.3024
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 64)",0.0132612,1.2957
matmul,"(64, 64, 64, 10)",triton,1,"(64, 8, 128)",0.0141991,1.2101
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 4)",0.0127665,1.3459
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 8)",0.0180658,0.9511
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 16)",0.0170731,1.0064
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 32)",0.0129978,1.322
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 64)",0.0126074,1.3629
matmul,"(64, 64, 64, 10)",triton,1,"(64, 16, 128)",0.0134649,1.2761
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 4)",0.0125925,1.3645
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 8)",0.0129867,1.3231
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 16)",0.0141759,1.2121
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 32)",0.0126878,1.3543
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 64)",0.0160453,1.0709
matmul,"(64, 64, 64, 10)",triton,1,"(64, 32, 128)",0.0138849,1.2375
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 4)",0.00356885,4.8146
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 8)",0.0021431,8.0176
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 16)",0.00306874,5.5992
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 32)",0.0035949,4.7797
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 64)",0.00241715,7.1086
matmul,"(64, 64, 64, 10)",triton,1,"(64, 64, 128)",0.00291332,5.8979
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 4)",0.00279268,6.1527
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 8)",0.001997,8.6042
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 16)",0.0017976,9.5586
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 32)",0.00231505,7.4221
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 64)",0.0021927,7.8362
matmul,"(64, 64, 64, 10)",triton,1,"(64, 128, 128)",0.00639235,2.688
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 4)",0.0170677,1.0067
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 8)",0.0172306,0.9972
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 16)",0.0229984,0.7471
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 32)",0.0149389,1.1502
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 64)",0.0147495,1.165
matmul,"(64, 64, 64, 10)",triton,1,"(128, 4, 128)",0.0319194,0.5383
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 4)",0.0226057,0.7601
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 8)",0.0141334,1.2157
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 16)",0.0269289,0.6381
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 32)",0.0171482,1.002
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 64)",0.020085,0.8555
matmul,"(64, 64, 64, 10)",triton,1,"(128, 8, 128)",0.0309152,0.5558
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 4)",0.029301,0.5864
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 8)",0.0143209,1.1998
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 16)",0.0312823,0.5493
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 32)",0.0181217,0.9482
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 64)",0.0207497,0.8281
matmul,"(64, 64, 64, 10)",triton,1,"(128, 16, 128)",0.0175208,0.9807
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 4)",0.0214424,0.8013
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 8)",0.0268902,0.639
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 16)",0.0161379,1.0647
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 32)",0.0190901,0.9001
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 64)",0.034676,0.4955
matmul,"(64, 64, 64, 10)",triton,1,"(128, 32, 128)",0.0232087,0.7403
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 4)",0.00296849,5.7883
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 8)",0.00310509,5.5337
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 16)",0.0035559,4.8321
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 32)",0.00272418,6.3074
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 64)",0.00378843,4.5355
matmul,"(64, 64, 64, 10)",triton,1,"(128, 64, 128)",0.00580232,2.9613
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 4)",0.00474069,3.6245
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 8)",0.00293879,5.8468
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 16)",0.00435665,3.944
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 32)",0.00333089,5.1585
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 64)",0.00333412,5.1535
matmul,"(64, 64, 64, 10)",triton,1,"(128, 128, 128)",0.00780556,2.2013
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 4)",0.0126171,1.3618
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 8)",0.014357,1.1968
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 16)",0.0134967,1.2731
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 32)",0.0154224,1.1141
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 64)",0.016104,1.067
matmul,"(64, 64, 64, 10)",triton,8,"(4, 4, 128)",0.0159398,1.078
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 4)",0.0129293,1.329
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 8)",0.0134407,1.2784
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 16)",0.013626,1.261
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 32)",0.0131845,1.3032
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 64)",0.0132416,1.2976
matmul,"(64, 64, 64, 10)",triton,8,"(4, 8, 128)",0.0150045,1.1452
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 4)",0.0167779,1.0241
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 8)",0.0133645,1.2857
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 16)",0.012968,1.325
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 32)",0.0131424,1.3074
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 64)",0.0134252,1.2799
matmul,"(64, 64, 64, 10)",triton,8,"(4, 16, 128)",0.0137019,1.254
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 4)",0.0133161,1.2904
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 8)",0.0206311,0.8328
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 16)",0.0127162,1.3512
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 32)",0.0133861,1.2836
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 64)",0.0136736,1.2566
matmul,"(64, 64, 64, 10)",triton,8,"(4, 32, 128)",0.0138323,1.2422
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 4)",0.0139887,1.2283
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 8)",0.0197778,0.8688
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 16)",0.0222902,0.7709
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 32)",0.0142778,1.2034
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 64)",0.0137571,1.249
matmul,"(64, 64, 64, 10)",triton,8,"(4, 64, 128)",0.0141883,1.211
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 4)",0.0150415,1.1423
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 8)",0.0143783,1.195
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 16)",0.0138081,1.2444
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 32)",0.0178429,0.963
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 64)",0.014189,1.211
matmul,"(64, 64, 64, 10)",triton,8,"(4, 128, 128)",0.0157181,1.0932
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 4)",0.0130872,1.3129
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 8)",0.0130312,1.3186
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 16)",0.013081,1.3135
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 32)",0.0153047,1.1227
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 64)",0.0170258,1.0092
matmul,"(64, 64, 64, 10)",triton,8,"(8, 4, 128)",0.0137236,1.252
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 4)",0.0161723,1.0625
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 8)",0.0122002,1.4084
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 16)",0.0120055,1.4312
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 32)",0.0119724,1.4352
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 64)",0.011891,1.445
matmul,"(64, 64, 64, 10)",triton,8,"(8, 8, 128)",0.0157637,1.09
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 4)",0.0180246,0.9533
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 8)",0.0154271,1.1138
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 16)",0.0150238,1.1437
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 32)",0.0175026,0.9817
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 64)",0.013248,1.297
matmul,"(64, 64, 64, 10)",triton,8,"(8, 16, 128)",0.0135169,1.2712
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 4)",0.0150966,1.1382
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 8)",0.0185337,0.9271
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 16)",0.0164432,1.045
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 32)",0.0248275,0.6921
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 64)",0.0227934,0.7538
matmul,"(64, 64, 64, 10)",triton,8,"(8, 32, 128)",0.0137683,1.248
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 4)",0.0135801,1.2653
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 8)",0.0136511,1.2587
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 16)",0.0129886,1.3229
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 32)",0.0130675,1.3149
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 64)",0.013899,1.2362
matmul,"(64, 64, 64, 10)",triton,8,"(8, 64, 128)",0.0139971,1.2276
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 4)",0.0139498,1.2317
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 8)",0.040978,0.4193
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 16)",0.0220059,0.7808
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 32)",0.0215203,0.7984
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 64)",0.0227905,0.7539
matmul,"(64, 64, 64, 10)",triton,8,"(8, 128, 128)",0.0161974,1.0608
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 4)",0.0201651,0.8521
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 8)",0.0235341,0.7301
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 16)",0.0202693,0.8477
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 32)",0.0136048,1.263
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 64)",0.0139232,1.2341
matmul,"(64, 64, 64, 10)",triton,8,"(16, 4, 128)",0.0193773,0.8867
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 4)",0.0134919,1.2735
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 8)",0.0141894,1.2109
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 16)",0.0153355,1.1204
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 32)",0.0150792,1.1395
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 64)",0.0248931,0.6903
matmul,"(64, 64, 64, 10)",triton,8,"(16, 8, 128)",0.0201355,0.8533
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 4)",0.0127724,1.3453
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 8)",0.0132855,1.2933
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 16)",0.0135106,1.2718
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 32)",0.0326963,0.5255
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 64)",0.0145124,1.184
matmul,"(64, 64, 64, 10)",triton,8,"(16, 16, 128)",0.0132759,1.2943
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 4)",0.0129376,1.3281
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 8)",0.0134662,1.276
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 16)",0.0134073,1.2816
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 32)",0.0132299,1.2988
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 64)",0.0132679,1.295
matmul,"(64, 64, 64, 10)",triton,8,"(16, 32, 128)",0.0130261,1.3191
