benchmark,shape,method,thread,parameter,time(s),speedup
matmul,"(128, 128, 128, 10)",triton,8,"(16, 16, 32)",0.0304914,1.1101
matmul,"(128, 128, 128, 10)",triton,8,"(16, 16, 64)",0.0187076,1.8093
matmul,"(128, 128, 128, 10)",triton,8,"(16, 16, 128)",0.019108,1.7714
matmul,"(128, 128, 128, 10)",triton,8,"(16, 32, 8)",0.0178804,1.893
matmul,"(128, 128, 128, 10)",triton,8,"(16, 32, 16)",0.024357,1.3897
matmul,"(128, 128, 128, 10)",triton,8,"(16, 32, 32)",0.0219783,1.5401
matmul,"(128, 128, 128, 10)",triton,8,"(16, 32, 64)",0.0340192,0.995
matmul,"(128, 128, 128, 10)",triton,8,"(16, 64, 8)",0.0979069,0.3457
matmul,"(128, 128, 128, 10)",triton,8,"(16, 64, 16)",0.0916441,0.3693
matmul,"(128, 128, 128, 10)",triton,8,"(16, 64, 32)",0.109309,0.3097
matmul,"(128, 128, 128, 10)",triton,8,"(16, 64, 64)",0.0424279,0.7978
matmul,"(128, 128, 128, 10)",triton,8,"(32, 4, 8)",0.0285708,1.1847
matmul,"(128, 128, 128, 10)",triton,8,"(32, 4, 16)",0.0358182,0.945
matmul,"(128, 128, 128, 10)",triton,8,"(32, 4, 32)",0.0433524,0.7808
matmul,"(128, 128, 128, 10)",triton,8,"(32, 4, 64)",0.0406081,0.8335
matmul,"(128, 128, 128, 10)",triton,8,"(32, 8, 8)",0.0319902,1.0581
matmul,"(128, 128, 128, 10)",triton,8,"(32, 8, 16)",0.0208892,1.6204
matmul,"(128, 128, 128, 10)",triton,8,"(32, 8, 32)",0.0206516,1.639
matmul,"(128, 128, 128, 10)",triton,8,"(32, 8, 64)",0.0215695,1.5693
matmul,"(128, 128, 128, 10)",triton,8,"(32, 16, 8)",0.0339488,0.997
matmul,"(128, 128, 128, 10)",triton,8,"(32, 16, 16)",0.025221,1.3421
matmul,"(128, 128, 128, 10)",triton,8,"(32, 16, 32)",0.0192846,1.7552
matmul,"(128, 128, 128, 10)",triton,8,"(32, 16, 64)",0.0275645,1.228
matmul,"(128, 128, 128, 10)",triton,8,"(32, 32, 8)",0.0247094,1.3699
matmul,"(128, 128, 128, 10)",triton,8,"(32, 32, 16)",0.0180927,1.8708
matmul,"(128, 128, 128, 10)",triton,8,"(32, 32, 32)",0.0215792,1.5686
matmul,"(128, 128, 128, 10)",triton,8,"(32, 32, 64)",0.0158973,2.1292
matmul,"(128, 128, 128, 10)",triton,8,"(32, 32, 128)",0.0190957,1.7726
matmul,"(128, 128, 128, 10)",triton,8,"(32, 64, 8)",0.0269899,1.2541
matmul,"(128, 128, 128, 10)",triton,8,"(32, 64, 16)",0.0167758,2.0177
matmul,"(128, 128, 128, 10)",triton,8,"(32, 64, 32)",0.0164623,2.0561
matmul,"(128, 128, 128, 10)",triton,8,"(32, 64, 64)",0.0320436,1.0563
matmul,"(128, 128, 128, 10)",triton,8,"(64, 4, 8)",0.0328192,1.0314
matmul,"(128, 128, 128, 10)",triton,8,"(64, 4, 16)",0.0190263,1.779
matmul,"(128, 128, 128, 10)",triton,8,"(64, 4, 32)",0.0223893,1.5118
matmul,"(128, 128, 128, 10)",triton,8,"(64, 4, 64)",0.0156448,2.1635
matmul,"(128, 128, 128, 10)",triton,8,"(64, 8, 8)",0.0196354,1.7238
matmul,"(128, 128, 128, 10)",triton,8,"(64, 8, 16)",0.0196738,1.7205
matmul,"(128, 128, 128, 10)",triton,8,"(64, 8, 32)",0.0163576,2.0693
matmul,"(128, 128, 128, 10)",triton,8,"(64, 8, 64)",0.0164247,2.0608
matmul,"(128, 128, 128, 10)",triton,8,"(64, 16, 8)",0.0167967,2.0152
matmul,"(128, 128, 128, 10)",triton,8,"(64, 16, 16)",0.0239161,1.4153
matmul,"(128, 128, 128, 10)",triton,8,"(64, 16, 32)",0.0290157,1.1666
matmul,"(128, 128, 128, 10)",triton,8,"(64, 16, 64)",0.0161085,2.1013
matmul,"(128, 128, 128, 10)",triton,8,"(64, 32, 8)",0.0159083,2.1277
matmul,"(128, 128, 128, 10)",triton,8,"(64, 32, 16)",0.0252695,1.3395
matmul,"(128, 128, 128, 10)",triton,8,"(64, 32, 32)",0.0207565,1.6307
matmul,"(128, 128, 128, 10)",triton,8,"(64, 32, 64)",0.0160557,2.1082
matmul,"(128, 128, 128, 10)",triton,8,"(64, 64, 8)",0.0165033,2.051
matmul,"(128, 128, 128, 10)",triton,8,"(64, 64, 16)",0.0187388,1.8063
matmul,"(128, 128, 128, 10)",triton,8,"(64, 64, 32)",0.0201761,1.6776
matmul,"(128, 128, 128, 10)",triton,8,"(64, 64, 64)",0.0194587,1.7395
matmul,"(128, 128, 128, 10)",triton,8,"(64, 64, 128)",0.0174727,1.9372
matmul,"(128, 128, 128, 10)",triton,32,"(4, 4, 8)",0.0383392,0.8829
matmul,"(128, 128, 128, 10)",triton,32,"(4, 4, 16)",0.0555173,0.6097
matmul,"(128, 128, 128, 10)",triton,32,"(4, 4, 32)",0.0402033,0.8419
matmul,"(128, 128, 128, 10)",triton,32,"(4, 4, 64)",0.0600761,0.5634
matmul,"(128, 128, 128, 10)",triton,32,"(4, 4, 128)",0.0669923,0.5053
matmul,"(128, 128, 128, 10)",triton,32,"(4, 8, 8)",0.0242849,1.3938
matmul,"(128, 128, 128, 10)",triton,32,"(4, 8, 16)",0.0288521,1.1732
matmul,"(128, 128, 128, 10)",triton,32,"(4, 8, 32)",0.0186547,1.8145
matmul,"(128, 128, 128, 10)",triton,32,"(4, 8, 64)",0.0257185,1.3161
matmul,"(128, 128, 128, 10)",triton,32,"(4, 16, 8)",0.023669,1.4301
matmul,"(128, 128, 128, 10)",triton,32,"(4, 16, 16)",0.0158587,2.1344
matmul,"(128, 128, 128, 10)",triton,32,"(4, 16, 32)",0.0226844,1.4921
matmul,"(128, 128, 128, 10)",triton,32,"(4, 16, 64)",0.0165622,2.0437
matmul,"(128, 128, 128, 10)",triton,32,"(4, 32, 8)",0.0480691,0.7042
matmul,"(128, 128, 128, 10)",triton,32,"(4, 32, 16)",0.0180699,1.8732
matmul,"(128, 128, 128, 10)",triton,32,"(4, 32, 32)",0.0330825,1.0231
matmul,"(128, 128, 128, 10)",triton,32,"(4, 32, 64)",0.0155744,2.1733
matmul,"(128, 128, 128, 10)",triton,32,"(4, 64, 8)",0.0431773,0.7839
matmul,"(128, 128, 128, 10)",triton,32,"(4, 64, 16)",0.0136173,2.4857
matmul,"(128, 128, 128, 10)",triton,32,"(4, 64, 32)",0.0224322,1.5089
matmul,"(128, 128, 128, 10)",triton,32,"(4, 64, 64)",0.024109,1.404
matmul,"(128, 128, 128, 10)",triton,32,"(8, 4, 8)",0.0187638,1.8039
matmul,"(128, 128, 128, 10)",triton,32,"(8, 4, 16)",0.0259985,1.3019
matmul,"(128, 128, 128, 10)",triton,32,"(8, 4, 32)",0.0167496,2.0208
matmul,"(128, 128, 128, 10)",triton,32,"(8, 4, 64)",0.0154315,2.1935
matmul,"(128, 128, 128, 10)",triton,32,"(8, 8, 8)",0.0305833,1.1068
matmul,"(128, 128, 128, 10)",triton,32,"(8, 8, 16)",0.0162702,2.0804
matmul,"(128, 128, 128, 10)",triton,32,"(8, 8, 32)",0.0236042,1.434
matmul,"(128, 128, 128, 10)",triton,32,"(8, 8, 64)",0.0192227,1.7609
matmul,"(128, 128, 128, 10)",triton,32,"(8, 8, 128)",0.0254379,1.3306
matmul,"(128, 128, 128, 10)",triton,32,"(8, 16, 8)",0.0175723,1.9262
matmul,"(128, 128, 128, 10)",triton,32,"(8, 16, 16)",0.0310011,1.0918
matmul,"(128, 128, 128, 10)",triton,32,"(8, 16, 32)",0.0275259,1.2297
matmul,"(128, 128, 128, 10)",triton,32,"(8, 16, 64)",0.0163941,2.0647
matmul,"(128, 128, 128, 10)",triton,32,"(8, 32, 8)",0.0899953,0.3761
matmul,"(128, 128, 128, 10)",triton,32,"(8, 32, 16)",0.0321142,1.054
matmul,"(128, 128, 128, 10)",triton,32,"(8, 32, 32)",0.0156424,2.1639
matmul,"(128, 128, 128, 10)",triton,32,"(8, 32, 64)",0.027033,1.2521
matmul,"(128, 128, 128, 10)",triton,32,"(8, 64, 8)",0.0175199,1.932
matmul,"(128, 128, 128, 10)",triton,32,"(8, 64, 16)",0.0146288,2.3138
matmul,"(128, 128, 128, 10)",triton,32,"(8, 64, 32)",0.0161904,2.0906
matmul,"(128, 128, 128, 10)",triton,32,"(8, 64, 64)",0.0150091,2.2552
matmul,"(128, 128, 128, 10)",triton,32,"(16, 4, 8)",0.023333,1.4507
matmul,"(128, 128, 128, 10)",triton,32,"(16, 4, 16)",0.0278599,1.2149
matmul,"(128, 128, 128, 10)",triton,32,"(16, 4, 32)",0.0152618,2.2178
matmul,"(128, 128, 128, 10)",triton,32,"(16, 4, 64)",0.0291552,1.161
matmul,"(128, 128, 128, 10)",triton,32,"(16, 8, 8)",0.0152548,2.2189
matmul,"(128, 128, 128, 10)",triton,32,"(16, 8, 16)",0.0165091,2.0503
matmul,"(128, 128, 128, 10)",triton,32,"(16, 8, 32)",0.0181989,1.8599
matmul,"(128, 128, 128, 10)",triton,32,"(16, 8, 64)",0.0178854,1.8925
matmul,"(128, 128, 128, 10)",triton,32,"(16, 16, 8)",0.0152745,2.216
matmul,"(128, 128, 128, 10)",triton,32,"(16, 16, 16)",0.0314633,1.0758
matmul,"(128, 128, 128, 10)",triton,32,"(16, 16, 32)",0.0263233,1.2859
matmul,"(128, 128, 128, 10)",triton,32,"(16, 16, 64)",0.0321728,1.0521
matmul,"(128, 128, 128, 10)",triton,32,"(16, 16, 128)",0.021926,1.5438
matmul,"(128, 128, 128, 10)",triton,32,"(16, 32, 8)",0.0287772,1.1762
matmul,"(128, 128, 128, 10)",triton,32,"(16, 32, 16)",0.0409791,0.826
matmul,"(128, 128, 128, 10)",triton,32,"(16, 32, 32)",0.0181046,1.8696
matmul,"(128, 128, 128, 10)",triton,32,"(16, 32, 64)",0.0302156,1.1202
matmul,"(128, 128, 128, 10)",triton,32,"(16, 64, 8)",0.0392162,0.8631
matmul,"(128, 128, 128, 10)",triton,32,"(16, 64, 16)",0.0224779,1.5058
matmul,"(128, 128, 128, 10)",triton,32,"(16, 64, 32)",0.0195333,1.7329
matmul,"(128, 128, 128, 10)",triton,32,"(16, 64, 64)",0.0920604,0.3677
matmul,"(128, 128, 128, 10)",triton,32,"(32, 4, 8)",0.111654,0.3032
matmul,"(128, 128, 128, 10)",triton,32,"(32, 4, 16)",0.094392,0.3586
matmul,"(128, 128, 128, 10)",triton,32,"(32, 4, 32)",0.0211569,1.5999
matmul,"(128, 128, 128, 10)",triton,32,"(32, 4, 64)",0.0223121,1.517
matmul,"(128, 128, 128, 10)",triton,32,"(32, 8, 8)",0.0216474,1.5636
matmul,"(128, 128, 128, 10)",triton,32,"(32, 8, 16)",0.0199864,1.6936
matmul,"(128, 128, 128, 10)",triton,32,"(32, 8, 32)",0.0314355,1.0768
matmul,"(128, 128, 128, 10)",triton,32,"(32, 8, 64)",0.0157093,2.1547
matmul,"(128, 128, 128, 10)",triton,32,"(32, 16, 8)",0.0182015,1.8596
matmul,"(128, 128, 128, 10)",triton,32,"(32, 16, 16)",0.0364292,0.9292
matmul,"(128, 128, 128, 10)",triton,32,"(32, 16, 32)",0.0141669,2.3893
matmul,"(128, 128, 128, 10)",triton,32,"(32, 16, 64)",0.0270095,1.2532
matmul,"(128, 128, 128, 10)",triton,32,"(32, 32, 8)",0.0176059,1.9226
matmul,"(128, 128, 128, 10)",triton,32,"(32, 32, 16)",0.0148861,2.2738
matmul,"(128, 128, 128, 10)",triton,32,"(32, 32, 32)",0.0146803,2.3057
matmul,"(128, 128, 128, 10)",triton,32,"(32, 32, 64)",0.0386455,0.8759
matmul,"(128, 128, 128, 10)",triton,32,"(32, 32, 128)",0.017824,1.899
matmul,"(128, 128, 128, 10)",triton,32,"(32, 64, 8)",0.0265355,1.2756
matmul,"(128, 128, 128, 10)",triton,32,"(32, 64, 16)",0.0227987,1.4847
matmul,"(128, 128, 128, 10)",triton,32,"(32, 64, 32)",0.0403257,0.8394
matmul,"(128, 128, 128, 10)",triton,32,"(32, 64, 64)",0.0247948,1.3651
matmul,"(128, 128, 128, 10)",triton,32,"(64, 4, 8)",0.040297,0.84
matmul,"(128, 128, 128, 10)",triton,32,"(64, 4, 16)",0.0169614,1.9956
matmul,"(128, 128, 128, 10)",triton,32,"(64, 4, 32)",0.0194185,1.7431
matmul,"(128, 128, 128, 10)",triton,32,"(64, 4, 64)",0.0569852,0.594
matmul,"(128, 128, 128, 10)",triton,32,"(64, 8, 8)",0.0448446,0.7548
matmul,"(128, 128, 128, 10)",triton,32,"(64, 8, 16)",0.0144406,2.344
matmul,"(128, 128, 128, 10)",triton,32,"(64, 8, 32)",0.0217598,1.5555
matmul,"(128, 128, 128, 10)",triton,32,"(64, 8, 64)",0.0225674,1.4999
matmul,"(128, 128, 128, 10)",triton,32,"(64, 16, 8)",0.0199239,1.6989
matmul,"(128, 128, 128, 10)",triton,32,"(64, 16, 16)",0.049834,0.6792
matmul,"(128, 128, 128, 10)",triton,32,"(64, 16, 32)",0.0223344,1.5155
matmul,"(128, 128, 128, 10)",triton,32,"(64, 16, 64)",0.0171171,1.9775
matmul,"(128, 128, 128, 10)",triton,32,"(64, 32, 8)",0.0203011,1.6673
matmul,"(128, 128, 128, 10)",triton,32,"(64, 32, 16)",0.0223923,1.5116
matmul,"(128, 128, 128, 10)",triton,32,"(64, 32, 32)",0.0178658,1.8946
matmul,"(128, 128, 128, 10)",triton,32,"(64, 32, 64)",0.0176913,1.9133
matmul,"(128, 128, 128, 10)",triton,32,"(64, 64, 8)",0.0320382,1.0565
matmul,"(128, 128, 128, 10)",triton,32,"(64, 64, 16)",0.0550416,0.615
matmul,"(128, 128, 128, 10)",triton,32,"(64, 64, 32)",0.0231137,1.4644
matmul,"(128, 128, 128, 10)",triton,32,"(64, 64, 64)",0.0165495,2.0453
matmul,"(128, 128, 128, 10)",triton,32,"(64, 64, 128)",0.0202977,1.6676
matmul,"(256, 256, 256, 10)",triton,1,"(4, 4, 8)",0.0944416,0.8475
matmul,"(256, 256, 256, 10)",triton,1,"(4, 4, 16)",0.112094,0.714
matmul,"(256, 256, 256, 10)",triton,1,"(4, 4, 32)",0.0854229,0.937
matmul,"(256, 256, 256, 10)",triton,1,"(4, 4, 64)",0.084215,0.9504
matmul,"(256, 256, 256, 10)",triton,1,"(4, 4, 128)",0.0817234,0.9794
matmul,"(256, 256, 256, 10)",triton,1,"(4, 8, 8)",0.0607868,1.3167
matmul,"(256, 256, 256, 10)",triton,1,"(4, 8, 16)",0.0620275,1.2904
matmul,"(256, 256, 256, 10)",triton,1,"(4, 8, 32)",0.0796884,1.0044
matmul,"(256, 256, 256, 10)",triton,1,"(4, 8, 64)",0.0804851,0.9945
matmul,"(256, 256, 256, 10)",triton,1,"(4, 16, 8)",0.0530338,1.5092
matmul,"(256, 256, 256, 10)",triton,1,"(4, 16, 16)",0.0749744,1.0676
matmul,"(256, 256, 256, 10)",triton,1,"(4, 16, 32)",0.0561324,1.4259
matmul,"(256, 256, 256, 10)",triton,1,"(4, 16, 64)",0.0620436,1.2901
matmul,"(256, 256, 256, 10)",triton,1,"(4, 32, 8)",0.0501953,1.5946
matmul,"(256, 256, 256, 10)",triton,1,"(4, 32, 16)",0.0614631,1.3022
matmul,"(256, 256, 256, 10)",triton,1,"(4, 32, 32)",0.0584073,1.3704
matmul,"(256, 256, 256, 10)",triton,1,"(4, 32, 64)",0.0690678,1.1589
matmul,"(256, 256, 256, 10)",triton,1,"(4, 64, 8)",0.123101,0.6502
matmul,"(256, 256, 256, 10)",triton,1,"(4, 64, 16)",0.0652916,1.2259
matmul,"(256, 256, 256, 10)",triton,1,"(4, 64, 32)",0.130941,0.6113
matmul,"(256, 256, 256, 10)",triton,1,"(4, 64, 64)",0.0813696,0.9837
matmul,"(256, 256, 256, 10)",triton,1,"(8, 4, 8)",0.0744108,1.0757
matmul,"(256, 256, 256, 10)",triton,1,"(8, 4, 16)",0.0806721,0.9922
matmul,"(256, 256, 256, 10)",triton,1,"(8, 4, 32)",0.0607571,1.3174
matmul,"(256, 256, 256, 10)",triton,1,"(8, 4, 64)",0.069912,1.1449
matmul,"(256, 256, 256, 10)",triton,1,"(8, 8, 8)",0.0451115,1.7743
matmul,"(256, 256, 256, 10)",triton,1,"(8, 8, 16)",0.0644793,1.2413
matmul,"(256, 256, 256, 10)",triton,1,"(8, 8, 32)",0.0510955,1.5665
matmul,"(256, 256, 256, 10)",triton,1,"(8, 8, 64)",0.0525201,1.524
matmul,"(256, 256, 256, 10)",triton,1,"(8, 8, 128)",0.0523535,1.5288
matmul,"(256, 256, 256, 10)",triton,1,"(8, 16, 8)",0.055624,1.4389
matmul,"(256, 256, 256, 10)",triton,1,"(8, 16, 16)",0.0488094,1.6398
matmul,"(256, 256, 256, 10)",triton,1,"(8, 16, 32)",0.0588503,1.3601
matmul,"(256, 256, 256, 10)",triton,1,"(8, 16, 64)",0.0494161,1.6197
matmul,"(256, 256, 256, 10)",triton,1,"(8, 32, 8)",0.0530967,1.5074
matmul,"(256, 256, 256, 10)",triton,1,"(8, 32, 16)",0.0581047,1.3775
matmul,"(256, 256, 256, 10)",triton,1,"(8, 32, 32)",0.0492533,1.6251
matmul,"(256, 256, 256, 10)",triton,1,"(8, 32, 64)",0.0549269,1.4572
matmul,"(256, 256, 256, 10)",triton,1,"(8, 64, 8)",0.085143,0.9401
matmul,"(256, 256, 256, 10)",triton,1,"(8, 64, 16)",0.0452204,1.77
matmul,"(256, 256, 256, 10)",triton,1,"(8, 64, 32)",0.0957176,0.8362
matmul,"(256, 256, 256, 10)",triton,1,"(8, 64, 64)",0.055909,1.4316
matmul,"(256, 256, 256, 10)",triton,1,"(16, 4, 8)",0.069801,1.1467
matmul,"(256, 256, 256, 10)",triton,1,"(16, 4, 16)",0.0646791,1.2375
matmul,"(256, 256, 256, 10)",triton,1,"(16, 4, 32)",0.0580301,1.3793
matmul,"(256, 256, 256, 10)",triton,1,"(16, 4, 64)",0.0546183,1.4654
matmul,"(256, 256, 256, 10)",triton,1,"(16, 8, 8)",0.041489,1.9292
matmul,"(256, 256, 256, 10)",triton,1,"(16, 8, 16)",0.0479351,1.6698
matmul,"(256, 256, 256, 10)",triton,1,"(16, 8, 32)",0.0568479,1.408
matmul,"(256, 256, 256, 10)",triton,1,"(16, 8, 64)",0.049374,1.6211
matmul,"(256, 256, 256, 10)",triton,1,"(16, 16, 8)",0.0394537,2.0287
matmul,"(256, 256, 256, 10)",triton,1,"(16, 16, 16)",0.040751,1.9641
matmul,"(256, 256, 256, 10)",triton,1,"(16, 16, 32)",0.0609936,1.3123
matmul,"(256, 256, 256, 10)",triton,1,"(16, 16, 64)",0.0535804,1.4938
matmul,"(256, 256, 256, 10)",triton,1,"(16, 16, 128)",0.0524446,1.5262
matmul,"(256, 256, 256, 10)",triton,1,"(16, 32, 8)",0.0363062,2.2046
matmul,"(256, 256, 256, 10)",triton,1,"(16, 32, 16)",0.0317844,2.5182
matmul,"(256, 256, 256, 10)",triton,1,"(16, 32, 32)",0.0421329,1.8997
matmul,"(256, 256, 256, 10)",triton,1,"(16, 32, 64)",0.0431066,1.8568
matmul,"(256, 256, 256, 10)",triton,1,"(16, 64, 8)",0.0594684,1.3459
matmul,"(256, 256, 256, 10)",triton,1,"(16, 64, 16)",0.0708555,1.1296
matmul,"(256, 256, 256, 10)",triton,1,"(16, 64, 32)",0.0501969,1.5945
matmul,"(256, 256, 256, 10)",triton,1,"(16, 64, 64)",0.0417887,1.9154
matmul,"(256, 256, 256, 10)",triton,1,"(32, 4, 8)",0.0712804,1.1229
matmul,"(256, 256, 256, 10)",triton,1,"(32, 4, 16)",0.0605664,1.3215
matmul,"(256, 256, 256, 10)",triton,1,"(32, 4, 32)",0.0532925,1.5019
matmul,"(256, 256, 256, 10)",triton,1,"(32, 4, 64)",0.0472157,1.6952
matmul,"(256, 256, 256, 10)",triton,1,"(32, 8, 8)",0.0449612,1.7802
matmul,"(256, 256, 256, 10)",triton,1,"(32, 8, 16)",0.0480037,1.6674
matmul,"(256, 256, 256, 10)",triton,1,"(32, 8, 32)",0.0476169,1.6809
matmul,"(256, 256, 256, 10)",triton,1,"(32, 8, 64)",0.0482735,1.6581
matmul,"(256, 256, 256, 10)",triton,1,"(32, 16, 8)",0.0382909,2.0903
matmul,"(256, 256, 256, 10)",triton,1,"(32, 16, 16)",0.0361833,2.2121
matmul,"(256, 256, 256, 10)",triton,1,"(32, 16, 32)",0.0491579,1.6282
matmul,"(256, 256, 256, 10)",triton,1,"(32, 16, 64)",0.0399065,2.0057
matmul,"(256, 256, 256, 10)",triton,1,"(32, 32, 8)",0.0365342,2.1908
matmul,"(256, 256, 256, 10)",triton,1,"(32, 32, 16)",0.0376606,2.1253
matmul,"(256, 256, 256, 10)",triton,1,"(32, 32, 32)",0.0519471,1.5408
matmul,"(256, 256, 256, 10)",triton,1,"(32, 32, 64)",0.0398063,2.0107
matmul,"(256, 256, 256, 10)",triton,1,"(32, 32, 128)",0.0443161,1.8061
matmul,"(256, 256, 256, 10)",triton,1,"(32, 64, 8)",0.0478979,1.6711
matmul,"(256, 256, 256, 10)",triton,1,"(32, 64, 16)",0.0615864,1.2996
matmul,"(256, 256, 256, 10)",triton,1,"(32, 64, 32)",0.0485938,1.6471
matmul,"(256, 256, 256, 10)",triton,1,"(32, 64, 64)",0.0451457,1.7729
matmul,"(256, 256, 256, 10)",triton,1,"(64, 4, 8)",0.063397,1.2625
matmul,"(256, 256, 256, 10)",triton,1,"(64, 4, 16)",0.0630206,1.2701
matmul,"(256, 256, 256, 10)",triton,1,"(64, 4, 32)",0.0482594,1.6585
matmul,"(256, 256, 256, 10)",triton,1,"(64, 4, 64)",0.0585438,1.3672
matmul,"(256, 256, 256, 10)",triton,1,"(64, 8, 8)",0.0446452,1.7928
matmul,"(256, 256, 256, 10)",triton,1,"(64, 8, 16)",0.0543603,1.4724
matmul,"(256, 256, 256, 10)",triton,1,"(64, 8, 32)",0.0589047,1.3588
matmul,"(256, 256, 256, 10)",triton,1,"(64, 8, 64)",0.0609309,1.3136
matmul,"(256, 256, 256, 10)",triton,1,"(64, 16, 8)",0.0365066,2.1925
matmul,"(256, 256, 256, 10)",triton,1,"(64, 16, 16)",0.0407727,1.9631
matmul,"(256, 256, 256, 10)",triton,1,"(64, 16, 32)",0.0199593,4.0102
matmul,"(256, 256, 256, 10)",triton,1,"(64, 16, 64)",0.0279527,2.8634
matmul,"(256, 256, 256, 10)",triton,1,"(64, 32, 8)",0.0327899,2.441
matmul,"(256, 256, 256, 10)",triton,1,"(64, 32, 16)",0.0391758,2.0431
matmul,"(256, 256, 256, 10)",triton,1,"(64, 32, 32)",0.0413208,1.937
matmul,"(256, 256, 256, 10)",triton,1,"(64, 32, 64)",0.045458,1.7607
matmul,"(256, 256, 256, 10)",triton,1,"(64, 64, 8)",0.0424768,1.8843
matmul,"(256, 256, 256, 10)",triton,1,"(64, 64, 16)",0.0405527,1.9737
matmul,"(256, 256, 256, 10)",triton,1,"(64, 64, 32)",0.04665,1.7158
matmul,"(256, 256, 256, 10)",triton,1,"(64, 64, 64)",0.0417797,1.9158
matmul,"(256, 256, 256, 10)",triton,1,"(64, 64, 128)",0.0552612,1.4484
matmul,"(256, 256, 256, 10)",triton,8,"(4, 4, 8)",0.0451095,1.7743
matmul,"(256, 256, 256, 10)",triton,8,"(4, 4, 16)",0.0392556,2.0389
matmul,"(256, 256, 256, 10)",triton,8,"(4, 4, 32)",0.0400749,1.9973
matmul,"(256, 256, 256, 10)",triton,8,"(4, 4, 64)",0.0436105,1.8353
matmul,"(256, 256, 256, 10)",triton,8,"(4, 4, 128)",0.0437804,1.8282
matmul,"(256, 256, 256, 10)",triton,8,"(4, 8, 8)",0.0356103,2.2477
matmul,"(256, 256, 256, 10)",triton,8,"(4, 8, 16)",0.0383937,2.0847
matmul,"(256, 256, 256, 10)",triton,8,"(4, 8, 32)",0.0503858,1.5885
matmul,"(256, 256, 256, 10)",triton,8,"(4, 8, 64)",0.0511155,1.5659
matmul,"(256, 256, 256, 10)",triton,8,"(4, 16, 8)",0.0276803,2.8916
matmul,"(256, 256, 256, 10)",triton,8,"(4, 16, 16)",0.058903,1.3588
matmul,"(256, 256, 256, 10)",triton,8,"(4, 16, 32)",0.0610967,1.3101
matmul,"(256, 256, 256, 10)",triton,8,"(4, 16, 64)",0.0410513,1.9498
matmul,"(256, 256, 256, 10)",triton,8,"(4, 32, 8)",0.0499837,1.6013
matmul,"(256, 256, 256, 10)",triton,8,"(4, 32, 16)",0.0491841,1.6274
matmul,"(256, 256, 256, 10)",triton,8,"(4, 32, 32)",0.0417507,1.9171
matmul,"(256, 256, 256, 10)",triton,8,"(4, 32, 64)",0.0370649,2.1595
matmul,"(256, 256, 256, 10)",triton,8,"(4, 64, 8)",0.0490223,1.6327
matmul,"(256, 256, 256, 10)",triton,8,"(4, 64, 16)",0.0334474,2.393
matmul,"(256, 256, 256, 10)",triton,8,"(4, 64, 32)",0.0592742,1.3503
matmul,"(256, 256, 256, 10)",triton,8,"(4, 64, 64)",0.0401854,1.9918
matmul,"(256, 256, 256, 10)",triton,8,"(8, 4, 8)",0.0368567,2.1717
matmul,"(256, 256, 256, 10)",triton,8,"(8, 4, 16)",0.0361604,2.2135
matmul,"(256, 256, 256, 10)",triton,8,"(8, 4, 32)",0.0459823,1.7407
matmul,"(256, 256, 256, 10)",triton,8,"(8, 4, 64)",0.0286529,2.7934
matmul,"(256, 256, 256, 10)",triton,8,"(8, 8, 8)",0.0413852,1.934
matmul,"(256, 256, 256, 10)",triton,8,"(8, 8, 16)",0.0378684,2.1136
matmul,"(256, 256, 256, 10)",triton,8,"(8, 8, 32)",0.0311083,2.5729
matmul,"(256, 256, 256, 10)",triton,8,"(8, 8, 64)",0.0283501,2.8233
matmul,"(256, 256, 256, 10)",triton,8,"(8, 8, 128)",0.0278514,2.8738
matmul,"(256, 256, 256, 10)",triton,8,"(8, 16, 8)",0.0220541,3.6293
matmul,"(256, 256, 256, 10)",triton,8,"(8, 16, 16)",0.0217741,3.6759
matmul,"(256, 256, 256, 10)",triton,8,"(8, 16, 32)",0.0259864,3.0801
matmul,"(256, 256, 256, 10)",triton,8,"(8, 16, 64)",0.0365757,2.1883
matmul,"(256, 256, 256, 10)",triton,8,"(8, 32, 8)",0.0222636,3.5951
matmul,"(256, 256, 256, 10)",triton,8,"(8, 32, 16)",0.0368649,2.1712
matmul,"(256, 256, 256, 10)",triton,8,"(8, 32, 32)",0.038284,2.0907
matmul,"(256, 256, 256, 10)",triton,8,"(8, 32, 64)",0.024894,3.2152
matmul,"(256, 256, 256, 10)",triton,8,"(8, 64, 8)",0.0466476,1.7158
matmul,"(256, 256, 256, 10)",triton,8,"(8, 64, 16)",0.0252117,3.1747
matmul,"(256, 256, 256, 10)",triton,8,"(8, 64, 32)",0.0395596,2.0233
matmul,"(256, 256, 256, 10)",triton,8,"(8, 64, 64)",0.0340743,2.349
matmul,"(256, 256, 256, 10)",triton,8,"(16, 4, 8)",0.0342259,2.3386
matmul,"(256, 256, 256, 10)",triton,8,"(16, 4, 16)",0.0282729,2.831
matmul,"(256, 256, 256, 10)",triton,8,"(16, 4, 32)",0.0293809,2.7242
matmul,"(256, 256, 256, 10)",triton,8,"(16, 4, 64)",0.0407453,1.9644
matmul,"(256, 256, 256, 10)",triton,8,"(16, 8, 8)",0.0348688,2.2955
matmul,"(256, 256, 256, 10)",triton,8,"(16, 8, 16)",0.0214628,3.7292
